ROI,tile,patch,timestep,S2,S2CLOUDMAP
ROIs1868,126,184,24,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/126/S2/24/s2_ROIs1868_126_ImgNo_24_2018-10-20_patch_184.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/126/S2CLOUDMAP/24/s2cloudmap_ROIs1868_126_ImgNo_24_2018-10-20_patch_184.tif
ROIs1868,126,191,25,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/126/S2/25/s2_ROIs1868_126_ImgNo_25_2018-11-04_patch_191.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/126/S2CLOUDMAP/25/s2cloudmap_ROIs1868_126_ImgNo_25_2018-11-04_patch_191.tif
ROIs1868,126,216,25,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/126/S2/25/s2_ROIs1868_126_ImgNo_25_2018-11-04_patch_216.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/126/S2CLOUDMAP/25/s2cloudmap_ROIs1868_126_ImgNo_25_2018-11-04_patch_216.tif
ROIs1868,127,66,27,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/127/S2/27/s2_ROIs1868_127_ImgNo_27_2018-11-29_patch_66.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/127/S2CLOUDMAP/27/s2cloudmap_ROIs1868_127_ImgNo_27_2018-11-29_patch_66.tif
ROIs1868,127,101,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/127/S2/28/s2_ROIs1868_127_ImgNo_28_2018-12-09_patch_101.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/127/S2CLOUDMAP/28/s2cloudmap_ROIs1868_127_ImgNo_28_2018-12-09_patch_101.tif
ROIs1868,127,135,27,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/127/S2/27/s2_ROIs1868_127_ImgNo_27_2018-11-29_patch_135.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/127/S2CLOUDMAP/27/s2cloudmap_ROIs1868_127_ImgNo_27_2018-11-29_patch_135.tif
ROIs1868,127,137,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/127/S2/29/s2_ROIs1868_127_ImgNo_29_2018-12-19_patch_137.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/127/S2CLOUDMAP/29/s2cloudmap_ROIs1868_127_ImgNo_29_2018-12-19_patch_137.tif
ROIs1868,139,0,13,,
ROIs1868,139,1,13,,
ROIs1868,139,2,13,,
ROIs1868,139,3,13,,
ROIs1868,139,4,13,,
ROIs1868,139,5,13,,
ROIs1868,139,6,13,,
ROIs1868,139,7,13,,
ROIs1868,139,8,13,,
ROIs1868,139,9,13,,
ROIs1868,139,10,13,,
ROIs1868,139,11,13,,
ROIs1868,139,12,13,,
ROIs1868,139,13,13,,
ROIs1868,139,14,13,,
ROIs1868,139,15,13,,
ROIs1868,139,16,13,,
ROIs1868,139,17,13,,
ROIs1868,139,18,13,,
ROIs1868,139,19,13,,
ROIs1868,139,20,13,,
ROIs1868,139,21,13,,
ROIs1868,139,22,13,,
ROIs1868,139,23,13,,
ROIs1868,139,24,13,,
ROIs1868,139,25,13,,
ROIs1868,139,26,13,,
ROIs1868,139,27,13,,
ROIs1868,139,28,13,,
ROIs1868,139,29,13,,
ROIs1868,139,30,13,,
ROIs1868,139,31,13,,
ROIs1868,139,32,13,,
ROIs1868,139,33,13,,
ROIs1868,139,34,13,,
ROIs1868,139,35,13,,
ROIs1868,139,36,13,,
ROIs1868,139,37,13,,
ROIs1868,139,38,13,,
ROIs1868,139,39,13,,
ROIs1868,139,40,13,,
ROIs1868,139,41,13,,
ROIs1868,139,42,13,,
ROIs1868,139,43,13,,
ROIs1868,139,44,13,,
ROIs1868,139,45,13,,
ROIs1868,139,46,13,,
ROIs1868,139,47,13,,
ROIs1868,139,48,13,,
ROIs1868,139,49,13,,
ROIs1868,139,50,13,,
ROIs1868,139,51,13,,
ROIs1868,139,52,13,,
ROIs1868,139,53,13,,
ROIs1868,139,54,13,,
ROIs1868,139,55,13,,
ROIs1868,139,56,13,,
ROIs1868,139,57,13,,
ROIs1868,139,58,13,,
ROIs1868,139,59,13,,
ROIs1868,139,60,13,,
ROIs1868,139,61,13,,
ROIs1868,139,62,13,,
ROIs1868,139,63,13,,
ROIs1868,139,64,13,,
ROIs1868,139,65,13,,
ROIs1868,139,66,13,,
ROIs1868,139,67,13,,
ROIs1868,139,68,13,,
ROIs1868,139,69,13,,
ROIs1868,139,70,13,,
ROIs1868,139,71,13,,
ROIs1868,139,72,13,,
ROIs1868,139,73,13,,
ROIs1868,139,74,13,,
ROIs1868,139,75,13,,
ROIs1868,139,76,13,,
ROIs1868,139,77,13,,
ROIs1868,139,78,13,,
ROIs1868,139,79,13,,
ROIs1868,139,80,13,,
ROIs1868,139,81,13,,
ROIs1868,139,82,13,,
ROIs1868,139,83,13,,
ROIs1868,139,84,13,,
ROIs1868,139,85,13,,
ROIs1868,139,86,13,,
ROIs1868,139,87,13,,
ROIs1868,139,88,13,,
ROIs1868,139,89,13,,
ROIs1868,139,90,13,,
ROIs1868,139,91,13,,
ROIs1868,139,92,13,,
ROIs1868,139,93,13,,
ROIs1868,139,94,13,,
ROIs1868,139,95,13,,
ROIs1868,139,96,13,,
ROIs1868,139,97,13,,
ROIs1868,139,98,13,,
ROIs1868,139,99,13,,
ROIs1868,139,100,13,,
ROIs1868,139,101,13,,
ROIs1868,139,102,13,,
ROIs1868,139,103,13,,
ROIs1868,139,104,13,,
ROIs1868,139,105,13,,
ROIs1868,139,106,13,,
ROIs1868,139,107,13,,
ROIs1868,139,108,13,,
ROIs1868,139,109,13,,
ROIs1868,139,110,13,,
ROIs1868,139,111,13,,
ROIs1868,139,112,13,,
ROIs1868,139,113,13,,
ROIs1868,139,114,13,,
ROIs1868,139,115,13,,
ROIs1868,139,116,13,,
ROIs1868,139,117,13,,
ROIs1868,139,118,13,,
ROIs1868,139,119,13,,
ROIs1868,139,120,13,,
ROIs1868,139,121,13,,
ROIs1868,139,122,13,,
ROIs1868,139,123,13,,
ROIs1868,139,124,13,,
ROIs1868,139,125,13,,
ROIs1868,139,126,13,,
ROIs1868,139,127,13,,
ROIs1868,139,128,13,,
ROIs1868,139,129,13,,
ROIs1868,139,130,13,,
ROIs1868,139,131,13,,
ROIs1868,139,132,13,,
ROIs1868,139,133,13,,
ROIs1868,139,134,13,,
ROIs1868,139,135,13,,
ROIs1868,139,136,13,,
ROIs1868,139,137,13,,
ROIs1868,139,138,13,,
ROIs1868,139,139,13,,
ROIs1868,139,140,13,,
ROIs1868,139,141,13,,
ROIs1868,139,142,13,,
ROIs1868,139,143,13,,
ROIs1868,139,144,13,,
ROIs1868,139,145,13,,
ROIs1868,139,146,13,,
ROIs1868,139,147,13,,
ROIs1868,139,148,13,,
ROIs1868,139,149,13,,
ROIs1868,139,150,13,,
ROIs1868,139,151,13,,
ROIs1868,139,152,13,,
ROIs1868,139,153,13,,
ROIs1868,139,154,13,,
ROIs1868,139,155,13,,
ROIs1868,139,156,13,,
ROIs1868,139,157,13,,
ROIs1868,139,158,13,,
ROIs1868,139,159,13,,
ROIs1868,139,160,13,,
ROIs1868,139,161,13,,
ROIs1868,139,162,13,,
ROIs1868,139,163,13,,
ROIs1868,139,164,13,,
ROIs1868,139,165,13,,
ROIs1868,139,166,13,,
ROIs1868,139,167,13,,
ROIs1868,139,168,13,,
ROIs1868,139,169,13,,
ROIs1868,139,170,13,,
ROIs1868,139,171,13,,
ROIs1868,139,172,13,,
ROIs1868,139,173,13,,
ROIs1868,139,174,13,,
ROIs1868,139,175,13,,
ROIs1868,139,176,13,,
ROIs1868,139,177,13,,
ROIs1868,139,178,13,,
ROIs1868,139,179,13,,
ROIs1868,139,180,13,,
ROIs1868,139,181,13,,
ROIs1868,139,182,13,,
ROIs1868,139,183,13,,
ROIs1868,139,184,13,,
ROIs1868,139,185,13,,
ROIs1868,139,186,13,,
ROIs1868,139,187,13,,
ROIs1868,139,188,13,,
ROIs1868,139,189,13,,
ROIs1868,139,190,13,,
ROIs1868,139,191,13,,
ROIs1868,139,192,13,,
ROIs1868,139,193,13,,
ROIs1868,139,194,13,,
ROIs1868,139,195,13,,
ROIs1868,139,196,13,,
ROIs1868,139,197,13,,
ROIs1868,139,198,13,,
ROIs1868,139,199,13,,
ROIs1868,139,200,13,,
ROIs1868,139,201,13,,
ROIs1868,139,202,13,,
ROIs1868,139,203,13,,
ROIs1868,139,204,13,,
ROIs1868,139,205,13,,
ROIs1868,139,206,13,,
ROIs1868,139,207,13,,
ROIs1868,139,208,13,,
ROIs1868,139,209,13,,
ROIs1868,139,210,13,,
ROIs1868,139,211,13,,
ROIs1868,139,212,13,,
ROIs1868,139,213,13,,
ROIs1868,139,214,13,,
ROIs1868,139,215,13,,
ROIs1868,139,216,13,,
ROIs1868,139,217,13,,
ROIs1868,139,218,13,,
ROIs1868,139,219,13,,
ROIs1868,139,220,13,,
ROIs1868,139,221,13,,
ROIs1868,139,222,13,,
ROIs1868,139,223,13,,
ROIs1868,139,224,13,,
ROIs1868,139,225,13,,
ROIs1868,139,226,13,,
ROIs1868,139,227,13,,
ROIs1868,139,228,13,,
ROIs1868,139,229,13,,
ROIs1868,139,230,13,,
ROIs1868,139,231,13,,
ROIs1868,139,232,13,,
ROIs1868,139,233,13,,
ROIs1868,139,234,13,,
ROIs1868,139,235,13,,
ROIs1868,139,236,13,,
ROIs1868,139,237,13,,
ROIs1868,139,238,13,,
ROIs1868,139,239,13,,
ROIs1868,139,240,13,,
ROIs1868,139,241,13,,
ROIs1868,139,242,13,,
ROIs1868,139,243,13,,
ROIs1868,139,244,13,,
ROIs1868,139,245,13,,
ROIs1868,139,246,13,,
ROIs1868,139,247,13,,
ROIs1868,139,248,13,,
ROIs1868,139,249,13,,
ROIs1868,139,250,13,,
ROIs1868,139,251,13,,
ROIs1868,139,252,13,,
ROIs1868,139,253,13,,
ROIs1868,139,254,13,,
ROIs1868,139,255,13,,
ROIs1868,139,256,13,,
ROIs1868,139,257,13,,
ROIs1868,139,258,13,,
ROIs1868,139,259,13,,
ROIs1868,139,260,13,,
ROIs1868,139,261,13,,
ROIs1868,139,262,13,,
ROIs1868,139,263,13,,
ROIs1868,139,264,13,,
ROIs1868,139,265,13,,
ROIs1868,139,266,13,,
ROIs1868,139,267,13,,
ROIs1868,139,268,13,,
ROIs1868,139,269,13,,
ROIs1868,139,270,13,,
ROIs1868,139,271,13,,
ROIs1868,139,272,13,,
ROIs1868,139,273,13,,
ROIs1868,139,274,13,,
ROIs1868,139,275,13,,
ROIs1868,139,276,13,,
ROIs1868,139,277,13,,
ROIs1868,139,278,13,,
ROIs1868,139,279,13,,
ROIs1868,139,280,13,,
ROIs1868,139,281,13,,
ROIs1868,139,282,13,,
ROIs1868,139,283,13,,
ROIs1868,139,284,13,,
ROIs1868,139,285,13,,
ROIs1868,139,286,13,,
ROIs1868,139,287,13,,
ROIs1868,139,288,13,,
ROIs1868,139,289,13,,
ROIs1868,139,290,13,,
ROIs1868,139,291,13,,
ROIs1868,139,292,13,,
ROIs1868,139,293,13,,
ROIs1868,139,294,13,,
ROIs1868,139,295,13,,
ROIs1868,139,296,13,,
ROIs1868,139,297,13,,
ROIs1868,139,298,13,,
ROIs1868,139,299,13,,
ROIs1868,142,0,12,,
ROIs1868,142,1,12,,
ROIs1868,142,2,12,,
ROIs1868,142,3,12,,
ROIs1868,142,4,12,,
ROIs1868,142,5,12,,
ROIs1868,142,6,12,,
ROIs1868,142,7,12,,
ROIs1868,142,8,12,,
ROIs1868,142,9,12,,
ROIs1868,142,10,12,,
ROIs1868,142,11,12,,
ROIs1868,142,12,12,,
ROIs1868,142,13,12,,
ROIs1868,142,14,12,,
ROIs1868,142,15,12,,
ROIs1868,142,16,12,,
ROIs1868,142,17,12,,
ROIs1868,142,18,12,,
ROIs1868,142,19,12,,
ROIs1868,142,20,12,,
ROIs1868,142,21,12,,
ROIs1868,142,22,12,,
ROIs1868,142,23,12,,
ROIs1868,142,24,12,,
ROIs1868,142,25,12,,
ROIs1868,142,26,12,,
ROIs1868,142,27,12,,
ROIs1868,142,28,12,,
ROIs1868,142,29,12,,
ROIs1868,142,30,12,,
ROIs1868,142,31,12,,
ROIs1868,142,32,12,,
ROIs1868,142,33,12,,
ROIs1868,142,34,12,,
ROIs1868,142,35,12,,
ROIs1868,142,36,12,,
ROIs1868,142,37,12,,
ROIs1868,142,38,12,,
ROIs1868,142,39,12,,
ROIs1868,142,40,12,,
ROIs1868,142,41,12,,
ROIs1868,142,42,12,,
ROIs1868,142,43,12,,
ROIs1868,142,44,12,,
ROIs1868,142,45,12,,
ROIs1868,142,46,12,,
ROIs1868,142,47,12,,
ROIs1868,142,48,12,,
ROIs1868,142,49,12,,
ROIs1868,142,50,12,,
ROIs1868,142,51,12,,
ROIs1868,142,52,12,,
ROIs1868,142,53,12,,
ROIs1868,142,54,12,,
ROIs1868,142,55,12,,
ROIs1868,142,56,12,,
ROIs1868,142,57,12,,
ROIs1868,142,58,12,,
ROIs1868,142,59,12,,
ROIs1868,142,60,12,,
ROIs1868,142,61,12,,
ROIs1868,142,62,12,,
ROIs1868,142,63,12,,
ROIs1868,142,64,12,,
ROIs1868,142,65,12,,
ROIs1868,142,66,12,,
ROIs1868,142,67,12,,
ROIs1868,142,68,12,,
ROIs1868,142,69,12,,
ROIs1868,142,70,12,,
ROIs1868,142,71,12,,
ROIs1868,142,72,12,,
ROIs1868,142,73,12,,
ROIs1868,142,74,12,,
ROIs1868,142,75,12,,
ROIs1868,142,76,12,,
ROIs1868,142,77,12,,
ROIs1868,142,78,12,,
ROIs1868,142,79,12,,
ROIs1868,142,80,12,,
ROIs1868,142,81,12,,
ROIs1868,142,82,12,,
ROIs1868,142,83,12,,
ROIs1868,142,84,12,,
ROIs1868,142,85,12,,
ROIs1868,142,86,12,,
ROIs1868,142,87,12,,
ROIs1868,142,88,12,,
ROIs1868,142,89,12,,
ROIs1868,142,90,12,,
ROIs1868,142,91,12,,
ROIs1868,142,92,12,,
ROIs1868,142,93,12,,
ROIs1868,142,94,12,,
ROIs1868,142,95,12,,
ROIs1868,142,96,12,,
ROIs1868,142,97,12,,
ROIs1868,142,98,12,,
ROIs1868,142,99,12,,
ROIs1868,142,100,12,,
ROIs1868,142,101,12,,
ROIs1868,142,102,12,,
ROIs1868,142,103,12,,
ROIs1868,142,104,12,,
ROIs1868,142,105,12,,
ROIs1868,142,106,12,,
ROIs1868,142,107,12,,
ROIs1868,142,108,12,,
ROIs1868,142,109,12,,
ROIs1868,142,110,12,,
ROIs1868,142,111,12,,
ROIs1868,142,112,12,,
ROIs1868,142,113,12,,
ROIs1868,142,114,12,,
ROIs1868,142,115,12,,
ROIs1868,142,116,12,,
ROIs1868,142,117,12,,
ROIs1868,142,118,12,,
ROIs1868,142,119,12,,
ROIs1868,142,120,12,,
ROIs1868,142,121,12,,
ROIs1868,142,122,12,,
ROIs1868,142,123,12,,
ROIs1868,142,124,12,,
ROIs1868,142,125,12,,
ROIs1868,142,126,12,,
ROIs1868,142,127,12,,
ROIs1868,142,128,12,,
ROIs1868,142,129,12,,
ROIs1868,142,130,12,,
ROIs1868,142,131,12,,
ROIs1868,142,132,12,,
ROIs1868,142,133,12,,
ROIs1868,142,134,12,,
ROIs1868,142,135,12,,
ROIs1868,142,136,12,,
ROIs1868,142,137,12,,
ROIs1868,142,138,12,,
ROIs1868,142,139,12,,
ROIs1868,142,140,12,,
ROIs1868,142,141,12,,
ROIs1868,142,142,12,,
ROIs1868,142,143,12,,
ROIs1868,142,144,12,,
ROIs1868,142,145,12,,
ROIs1868,142,146,12,,
ROIs1868,142,147,12,,
ROIs1868,142,148,12,,
ROIs1868,142,149,12,,
ROIs1868,142,150,12,,
ROIs1868,142,151,12,,
ROIs1868,142,152,12,,
ROIs1868,142,153,12,,
ROIs1868,142,154,12,,
ROIs1868,142,155,12,,
ROIs1868,142,156,12,,
ROIs1868,142,157,12,,
ROIs1868,142,158,12,,
ROIs1868,142,159,12,,
ROIs1868,142,160,12,,
ROIs1868,142,161,12,,
ROIs1868,142,162,12,,
ROIs1868,142,163,12,,
ROIs1868,142,164,12,,
ROIs1868,142,165,12,,
ROIs1868,142,166,12,,
ROIs1868,142,167,12,,
ROIs1868,142,168,12,,
ROIs1868,142,169,12,,
ROIs1868,142,169,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/142/S2/28/s2_ROIs1868_142_ImgNo_28_2018-12-10_patch_169.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/142/S2CLOUDMAP/28/s2cloudmap_ROIs1868_142_ImgNo_28_2018-12-10_patch_169.tif
ROIs1868,142,170,12,,
ROIs1868,142,171,12,,
ROIs1868,142,172,12,,
ROIs1868,142,173,12,,
ROIs1868,142,174,12,,
ROIs1868,142,175,12,,
ROIs1868,142,176,12,,
ROIs1868,142,177,12,,
ROIs1868,142,178,12,,
ROIs1868,142,179,12,,
ROIs1868,142,180,12,,
ROIs1868,142,181,12,,
ROIs1868,142,182,12,,
ROIs1868,142,183,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/142/S2/3/s2_ROIs1868_142_ImgNo_3_2018-02-13_patch_183.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/142/S2CLOUDMAP/3/s2cloudmap_ROIs1868_142_ImgNo_3_2018-02-13_patch_183.tif
ROIs1868,142,183,12,,
ROIs1868,142,184,12,,
ROIs1868,142,185,8,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/142/S2/8/s2_ROIs1868_142_ImgNo_8_2018-04-14_patch_185.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/142/S2CLOUDMAP/8/s2cloudmap_ROIs1868_142_ImgNo_8_2018-04-14_patch_185.tif
ROIs1868,142,185,12,,
ROIs1868,142,186,12,,
ROIs1868,142,187,12,,
ROIs1868,142,188,12,,
ROIs1868,142,189,12,,
ROIs1868,142,190,12,,
ROIs1868,142,191,12,,
ROIs1868,142,192,12,,
ROIs1868,142,193,12,,
ROIs1868,142,194,12,,
ROIs1868,142,195,12,,
ROIs1868,142,196,12,,
ROIs1868,142,197,12,,
ROIs1868,142,198,12,,
ROIs1868,142,199,12,,
ROIs1868,142,200,2,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/142/S2/2/s2_ROIs1868_142_ImgNo_2_2018-01-29_patch_200.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/142/S2CLOUDMAP/2/s2cloudmap_ROIs1868_142_ImgNo_2_2018-01-29_patch_200.tif
ROIs1868,142,200,12,,
ROIs1868,142,201,12,,
ROIs1868,142,202,12,,
ROIs1868,142,202,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/142/S2/28/s2_ROIs1868_142_ImgNo_28_2018-12-10_patch_202.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/142/S2CLOUDMAP/28/s2cloudmap_ROIs1868_142_ImgNo_28_2018-12-10_patch_202.tif
ROIs1868,142,203,12,,
ROIs1868,142,204,12,,
ROIs1868,142,205,12,,
ROIs1868,142,206,12,,
ROIs1868,142,207,12,,
ROIs1868,142,208,12,,
ROIs1868,142,209,12,,
ROIs1868,142,216,12,,
ROIs1868,142,217,12,,
ROIs1868,142,218,12,,
ROIs1868,142,219,12,,
ROIs1868,142,220,12,,
ROIs1868,142,221,12,,
ROIs1868,142,222,12,,
ROIs1868,142,223,12,,
ROIs1868,142,223,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/142/S2/28/s2_ROIs1868_142_ImgNo_28_2018-12-10_patch_223.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1868/142/S2CLOUDMAP/28/s2cloudmap_ROIs1868_142_ImgNo_28_2018-12-10_patch_223.tif
ROIs1868,142,224,12,,
ROIs1868,142,225,12,,
ROIs1868,142,226,12,,
ROIs1868,142,227,12,,
ROIs1868,142,228,12,,
ROIs1868,142,229,12,,
ROIs1868,142,230,12,,
ROIs1868,142,243,12,,
ROIs1868,142,244,12,,
ROIs1868,142,245,12,,
ROIs1868,142,246,12,,
ROIs1868,142,247,12,,
ROIs1868,142,248,12,,
ROIs1868,142,249,12,,
ROIs1868,142,250,12,,
ROIs1868,142,251,12,,
ROIs1868,142,269,12,,
ROIs1868,142,270,12,,
ROIs1868,142,271,12,,
ROIs1868,142,272,12,,
ROIs1970,20,33,16,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/20/S2/16/s2_ROIs1970_20_ImgNo_16_2018-07-16_patch_33.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/20/S2CLOUDMAP/16/s2cloudmap_ROIs1970_20_ImgNo_16_2018-07-16_patch_33.tif
ROIs1970,21,1,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/29/s2_ROIs1970_21_ImgNo_29_2018-12-22_patch_1.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/29/s2cloudmap_ROIs1970_21_ImgNo_29_2018-12-22_patch_1.tif
ROIs1970,21,16,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/28/s2_ROIs1970_21_ImgNo_28_2018-12-07_patch_16.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/28/s2cloudmap_ROIs1970_21_ImgNo_28_2018-12-07_patch_16.tif
ROIs1970,21,18,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/29/s2_ROIs1970_21_ImgNo_29_2018-12-22_patch_18.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/29/s2cloudmap_ROIs1970_21_ImgNo_29_2018-12-22_patch_18.tif
ROIs1970,21,21,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/29/s2_ROIs1970_21_ImgNo_29_2018-12-22_patch_21.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/29/s2cloudmap_ROIs1970_21_ImgNo_29_2018-12-22_patch_21.tif
ROIs1970,21,35,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/28/s2_ROIs1970_21_ImgNo_28_2018-12-07_patch_35.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/28/s2cloudmap_ROIs1970_21_ImgNo_28_2018-12-07_patch_35.tif
ROIs1970,21,36,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/29/s2_ROIs1970_21_ImgNo_29_2018-12-22_patch_36.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/29/s2cloudmap_ROIs1970_21_ImgNo_29_2018-12-22_patch_36.tif
ROIs1970,21,38,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/29/s2_ROIs1970_21_ImgNo_29_2018-12-22_patch_38.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/29/s2cloudmap_ROIs1970_21_ImgNo_29_2018-12-22_patch_38.tif
ROIs1970,21,51,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/28/s2_ROIs1970_21_ImgNo_28_2018-12-07_patch_51.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/28/s2cloudmap_ROIs1970_21_ImgNo_28_2018-12-07_patch_51.tif
ROIs1970,21,52,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/28/s2_ROIs1970_21_ImgNo_28_2018-12-07_patch_52.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/28/s2cloudmap_ROIs1970_21_ImgNo_28_2018-12-07_patch_52.tif
ROIs1970,21,54,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/29/s2_ROIs1970_21_ImgNo_29_2018-12-22_patch_54.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/29/s2cloudmap_ROIs1970_21_ImgNo_29_2018-12-22_patch_54.tif
ROIs1970,21,72,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/29/s2_ROIs1970_21_ImgNo_29_2018-12-22_patch_72.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/29/s2cloudmap_ROIs1970_21_ImgNo_29_2018-12-22_patch_72.tif
ROIs1970,21,89,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/28/s2_ROIs1970_21_ImgNo_28_2018-12-07_patch_89.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/28/s2cloudmap_ROIs1970_21_ImgNo_28_2018-12-07_patch_89.tif
